quantity_kind,unit,symbol,quantity_name
http://qudt.org/vocab/quantitykind/Enthalpy,TeraW-HR,H,Enthalpy
http://qudt.org/vocab/quantitykind/Enthalpy,TonEnergy,H,Enthalpy
http://qudt.org/vocab/quantitykind/Enthalpy,VA-HR,H,Enthalpy
http://qudt.org/vocab/quantitykind/Enthalpy,VAR-HR,H,Enthalpy
http://qudt.org/vocab/quantitykind/Enthalpy,W-HR,H,Enthalpy
http://qudt.org/vocab/quantitykind/Enthalpy,W-SEC,H,Enthalpy
http://qudt.org/vocab/quantitykind/Entropy,J-PER-K,S,Entropy
http://qudt.org/vocab/quantitykind/EquilibriumConstant,UNITLESS,nan,EquilibriumConstant
http://qudt.org/vocab/quantitykind/EquilibriumConstantOnConcentrationBasis,UNITLESS,nan,EquilibriumConstantOnConcentrationBasis
http://qudt.org/vocab/quantitykind/EquilibriumConstantOnPressureBasis,UNITLESS,nan,EquilibriumConstantOnPressureBasis
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,M,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,ANGSTROM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,AU,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,BTU_IT-PER-LB_F,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,CH,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,CHAIN_US,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,CentiM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,DecaM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,DeciM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,FATH,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,FM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,FT,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,FT_US,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,FUR,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,FemtoM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,GAUGE_FR,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,GA_Charriere,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,HectoM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,IN,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,KiloM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,LY,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MI,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MI_N,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MI_UK,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MI_US,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MicroIN,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MicroM,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MilLength,R_0,EquilibriumPositionVectorOfIon
http://qudt.org/vocab/quantitykind/EquilibriumPositionVectorOfIon,MilliIN,R_0,EquilibriumPositionVectorOfIon
