quantity_kind,unit,symbol,quantity_name
http://qudt.org/vocab/quantitykind/APIGravity,DEGREE_API,nan,APIGravity
http://qudt.org/vocab/quantitykind/AbsoluteActivity,BQ-SEC-PER-M3,nan,AbsoluteActivity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_BALLING,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_BAUME,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_BAUME_US_HEAVY,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_BAUME_US_LIGHT,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_BRIX,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_OECHSLE,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_PLATO,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,DEGREE_TWADDELL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,FemtoGM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GM-PER-CentiM3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GM-PER-DeciL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GM-PER-DeciM3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GM-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GM-PER-MilliL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GRAIN-PER-GAL_IMP,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GRAIN-PER-GAL_US,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,GRAIN-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,KiloGM-PER-CentiM3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,KiloGM-PER-DeciM3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,KiloGM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,KiloGM-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-FT3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-GAL_IMP,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-GAL_UK,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-GAL_US,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-IN3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,LB-PER-YD3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MegaGM-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MicroGM-PER-DeciL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MicroGM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MicroGM-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MicroGM-PER-MilliL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MilliGM-PER-DeciL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MilliGM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MilliGM-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,MilliGM-PER-MilliL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,NanoGM-PER-DeciL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,NanoGM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,NanoGM-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,NanoGM-PER-MicroL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,NanoGM-PER-MilliL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,OZ-PER-GAL_IMP,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,OZ-PER-GAL_UK,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,OZ-PER-GAL_US,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,OZ-PER-IN3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,OZ-PER-YD3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,PicoGM-PER-L,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,PicoGM-PER-MilliL,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,PlanckDensity,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,SLUG-PER-FT3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,TONNE-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,TON_LONG-PER-YD3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,TON_Metric-PER-M3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,TON_SHORT-PER-YD3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,TON_UK-PER-YD3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteHumidity,TON_US-PER-YD3,AH,AbsoluteHumidity
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,M,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,ANGSTROM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,AU,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,BTU_IT-PER-LB_F,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,CH,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,CHAIN_US,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,CentiM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,DecaM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,DeciM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,FATH,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,FM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,FT,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,FT_US,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,FUR,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,FemtoM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,GAUGE_FR,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,GA_Charriere,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,HectoM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,IN,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,KiloM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,LY,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MI,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MI_N,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MI_UK,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MI_US,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MicroIN,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MicroM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MilLength,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MilliIN,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,MilliM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,NanoM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,PARSEC,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,PCA,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,PT,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,PicoM,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,PlanckLength,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,ROD,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,YD,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsoluteTypographicMeasurement,ZOLL,nan,AbsoluteTypographicMeasurement
http://qudt.org/vocab/quantitykind/AbsorbedDose,CentiGRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,GRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,KiloGRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,MegaGRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,MicroGRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,MilliGRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,MilliRAD_R,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,NanoGRAY,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDose,RAD_R,D,AbsorbedDose
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,ERG-PER-GM-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,GRAY-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,GRAY-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,GRAY-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MicroGRAY-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MicroGRAY-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MicroGRAY-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MicroSV-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MicroSV-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MicroSV-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliGRAY-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliGRAY-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliGRAY-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliRAD_R-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliSV-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliSV-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliSV-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,MilliW-PER-MilliGM,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,NanoGRAY-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,NanoGRAY-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,NanoGRAY-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,NanoSV-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,NanoSV-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,NanoSV-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,REM-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,SV-PER-HR,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,SV-PER-MIN,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,SV-PER-SEC,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,W-PER-GM,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,W-PER-KiloGM,nan,AbsorbedDoseRate
http://qudt.org/vocab/quantitykind/Absorptance,UNITLESS,nan,Absorptance
http://qudt.org/vocab/quantitykind/Acceleration,CentiM-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,FT-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,G,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,GALILEO,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,IN-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,KN-PER-SEC,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,KiloM-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,KiloPA-M2-PER-GM,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,M-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MI_US-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MicroG,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MicroGALILEO,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MicroM-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MilliG,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MilliGALILEO,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,MilliM-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/Acceleration,YD-PER-SEC2,nan,Acceleration
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,CentiM-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,FT-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,G,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,GALILEO,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,IN-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,KN-PER-SEC,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,KiloM-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,KiloPA-M2-PER-GM,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,M-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MI_US-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MicroG,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MicroGALILEO,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MicroM-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MilliG,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MilliGALILEO,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,MilliM-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AccelerationOfGravity,YD-PER-SEC2,g,AccelerationOfGravity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-L,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-M3,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-MicroL,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-MilliL,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-MilliM3,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-NanoL,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorDensity,NUM-PER-PicoL,n_a,AcceptorDensity
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,AttoJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,BTU_IT,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,BTU_TH,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,CAL_IT,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,CAL_TH,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,ERG,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,EV,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,E_h,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,ExaJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,FT-LB_F,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,FT-PDL,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,FemtoJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,GigaEV,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,GigaJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,GigaW-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,J,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloBTU_IT,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloBTU_TH,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloCAL,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloEV,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloVA-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloVAR-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,KiloW-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaBTU_IT,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaEV,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaTOE,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaVA-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaVAR-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MegaW-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MicroJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,MilliJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,NanoJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,PetaJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,PicoJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,PlanckEnergy,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,QUAD,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,THERM_EC,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,THERM_US,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,THM_EEC,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,THM_US,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,TOE,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,TeraJ,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,TeraW-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,TonEnergy,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,VA-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,VAR-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,W-HR,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/AcceptorIonizationEnergy,W-SEC,E_a,AcceptorIonizationEnergy
http://qudt.org/vocab/quantitykind/Acidity,PH,nan,Acidity
http://qudt.org/vocab/quantitykind/AcousticImpedance,PA-SEC-PER-M,Z,AcousticImpedance
http://qudt.org/vocab/quantitykind/Action,J-SEC,S,Action
http://qudt.org/vocab/quantitykind/Action,AttoJ-SEC,S,Action
http://qudt.org/vocab/quantitykind/ActionTime,AttoSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,CentiPOISE-PER-BAR,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,DAY,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,DAY_Sidereal,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,DeciSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,FemtoSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,H-PER-KiloOHM,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,H-PER-OHM,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,HR,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,HR_Sidereal,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,KiloSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,KiloYR,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MIN,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MIN_Sidereal,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MO,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MO_MeanGREGORIAN,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MO_MeanJulian,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MO_Synodic,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MegaSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MegaYR,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MicroH-PER-KiloOHM,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MicroH-PER-OHM,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MicroSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MilliH-PER-KiloOHM,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MilliH-PER-OHM,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MilliPA-SEC-PER-BAR,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,MilliSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,NanoSEC,nan,ActionTime
http://qudt.org/vocab/quantitykind/ActionTime,PA-SEC-PER-BAR,nan,ActionTime
