start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1770952920,1770952980,2026-02-13T03:22:00+00:00,2026-02-13T03:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1770952980,1770953040,2026-02-13T03:23:00+00:00,2026-02-13T03:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953040,1770953100,2026-02-13T03:24:00+00:00,2026-02-13T03:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953100,1770953160,2026-02-13T03:25:00+00:00,2026-02-13T03:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953160,1770953220,2026-02-13T03:26:00+00:00,2026-02-13T03:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953220,1770953280,2026-02-13T03:27:00+00:00,2026-02-13T03:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953280,1770953340,2026-02-13T03:28:00+00:00,2026-02-13T03:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953340,1770953400,2026-02-13T03:29:00+00:00,2026-02-13T03:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953400,1770953460,2026-02-13T03:30:00+00:00,2026-02-13T03:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953460,1770953520,2026-02-13T03:31:00+00:00,2026-02-13T03:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953520,1770953580,2026-02-13T03:32:00+00:00,2026-02-13T03:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953580,1770953640,2026-02-13T03:33:00+00:00,2026-02-13T03:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953640,1770953700,2026-02-13T03:34:00+00:00,2026-02-13T03:35:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953700,1770953760,2026-02-13T03:35:00+00:00,2026-02-13T03:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953760,1770953820,2026-02-13T03:36:00+00:00,2026-02-13T03:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953820,1770953880,2026-02-13T03:37:00+00:00,2026-02-13T03:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953880,1770953940,2026-02-13T03:38:00+00:00,2026-02-13T03:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1770953940,1770954000,2026-02-13T03:39:00+00:00,2026-02-13T03:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954000,1770954060,2026-02-13T03:40:00+00:00,2026-02-13T03:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954060,1770954120,2026-02-13T03:41:00+00:00,2026-02-13T03:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954120,1770954180,2026-02-13T03:42:00+00:00,2026-02-13T03:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954180,1770954240,2026-02-13T03:43:00+00:00,2026-02-13T03:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954240,1770954300,2026-02-13T03:44:00+00:00,2026-02-13T03:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954300,1770954360,2026-02-13T03:45:00+00:00,2026-02-13T03:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954360,1770954420,2026-02-13T03:46:00+00:00,2026-02-13T03:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954420,1770954480,2026-02-13T03:47:00+00:00,2026-02-13T03:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954480,1770954540,2026-02-13T03:48:00+00:00,2026-02-13T03:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954540,1770954600,2026-02-13T03:49:00+00:00,2026-02-13T03:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954600,1770954660,2026-02-13T03:50:00+00:00,2026-02-13T03:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954660,1770954720,2026-02-13T03:51:00+00:00,2026-02-13T03:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954720,1770954780,2026-02-13T03:52:00+00:00,2026-02-13T03:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954780,1770954840,2026-02-13T03:53:00+00:00,2026-02-13T03:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954840,1770954900,2026-02-13T03:54:00+00:00,2026-02-13T03:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954900,1770954960,2026-02-13T03:55:00+00:00,2026-02-13T03:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1770954960,1770955020,2026-02-13T03:56:00+00:00,2026-02-13T03:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955020,1770955080,2026-02-13T03:57:00+00:00,2026-02-13T03:58:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955080,1770955140,2026-02-13T03:58:00+00:00,2026-02-13T03:59:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955140,1770955200,2026-02-13T03:59:00+00:00,2026-02-13T04:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955200,1770955260,2026-02-13T04:00:00+00:00,2026-02-13T04:01:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955260,1770955320,2026-02-13T04:01:00+00:00,2026-02-13T04:02:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955320,1770955380,2026-02-13T04:02:00+00:00,2026-02-13T04:03:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955380,1770955440,2026-02-13T04:03:00+00:00,2026-02-13T04:04:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955440,1770955500,2026-02-13T04:04:00+00:00,2026-02-13T04:05:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955500,1770955560,2026-02-13T04:05:00+00:00,2026-02-13T04:06:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955560,1770955620,2026-02-13T04:06:00+00:00,2026-02-13T04:07:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955620,1770955680,2026-02-13T04:07:00+00:00,2026-02-13T04:08:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955680,1770955740,2026-02-13T04:08:00+00:00,2026-02-13T04:09:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955740,1770955800,2026-02-13T04:09:00+00:00,2026-02-13T04:10:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955800,1770955860,2026-02-13T04:10:00+00:00,2026-02-13T04:11:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955860,1770955920,2026-02-13T04:11:00+00:00,2026-02-13T04:12:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955920,1770955980,2026-02-13T04:12:00+00:00,2026-02-13T04:13:00+00:00,,,,,,,,,,,,,,,,,,,,
1770955980,1770956040,2026-02-13T04:13:00+00:00,2026-02-13T04:14:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956040,1770956100,2026-02-13T04:14:00+00:00,2026-02-13T04:15:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956100,1770956160,2026-02-13T04:15:00+00:00,2026-02-13T04:16:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956160,1770956220,2026-02-13T04:16:00+00:00,2026-02-13T04:17:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956220,1770956280,2026-02-13T04:17:00+00:00,2026-02-13T04:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956280,1770956340,2026-02-13T04:18:00+00:00,2026-02-13T04:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956340,1770956400,2026-02-13T04:19:00+00:00,2026-02-13T04:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956400,1770956460,2026-02-13T04:20:00+00:00,2026-02-13T04:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956460,1770956520,2026-02-13T04:21:00+00:00,2026-02-13T04:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956520,1770956580,2026-02-13T04:22:00+00:00,2026-02-13T04:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956580,1770956640,2026-02-13T04:23:00+00:00,2026-02-13T04:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956640,1770956700,2026-02-13T04:24:00+00:00,2026-02-13T04:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956700,1770956760,2026-02-13T04:25:00+00:00,2026-02-13T04:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956760,1770956820,2026-02-13T04:26:00+00:00,2026-02-13T04:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956820,1770956880,2026-02-13T04:27:00+00:00,2026-02-13T04:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956880,1770956940,2026-02-13T04:28:00+00:00,2026-02-13T04:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1770956940,1770957000,2026-02-13T04:29:00+00:00,2026-02-13T04:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957000,1770957060,2026-02-13T04:30:00+00:00,2026-02-13T04:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957060,1770957120,2026-02-13T04:31:00+00:00,2026-02-13T04:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957120,1770957180,2026-02-13T04:32:00+00:00,2026-02-13T04:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957180,1770957240,2026-02-13T04:33:00+00:00,2026-02-13T04:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957240,1770957300,2026-02-13T04:34:00+00:00,2026-02-13T04:35:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957300,1770957360,2026-02-13T04:35:00+00:00,2026-02-13T04:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957360,1770957420,2026-02-13T04:36:00+00:00,2026-02-13T04:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957420,1770957480,2026-02-13T04:37:00+00:00,2026-02-13T04:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957480,1770957540,2026-02-13T04:38:00+00:00,2026-02-13T04:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957540,1770957600,2026-02-13T04:39:00+00:00,2026-02-13T04:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957600,1770957660,2026-02-13T04:40:00+00:00,2026-02-13T04:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957660,1770957720,2026-02-13T04:41:00+00:00,2026-02-13T04:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957720,1770957780,2026-02-13T04:42:00+00:00,2026-02-13T04:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957780,1770957840,2026-02-13T04:43:00+00:00,2026-02-13T04:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957840,1770957900,2026-02-13T04:44:00+00:00,2026-02-13T04:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957900,1770957960,2026-02-13T04:45:00+00:00,2026-02-13T04:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1770957960,1770958020,2026-02-13T04:46:00+00:00,2026-02-13T04:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958020,1770958080,2026-02-13T04:47:00+00:00,2026-02-13T04:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958080,1770958140,2026-02-13T04:48:00+00:00,2026-02-13T04:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958140,1770958200,2026-02-13T04:49:00+00:00,2026-02-13T04:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958200,1770958260,2026-02-13T04:50:00+00:00,2026-02-13T04:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958260,1770958320,2026-02-13T04:51:00+00:00,2026-02-13T04:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958320,1770958380,2026-02-13T04:52:00+00:00,2026-02-13T04:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958380,1770958440,2026-02-13T04:53:00+00:00,2026-02-13T04:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958440,1770958500,2026-02-13T04:54:00+00:00,2026-02-13T04:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958500,1770958560,2026-02-13T04:55:00+00:00,2026-02-13T04:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958560,1770958620,2026-02-13T04:56:00+00:00,2026-02-13T04:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958620,1770958680,2026-02-13T04:57:00+00:00,2026-02-13T04:58:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958680,1770958740,2026-02-13T04:58:00+00:00,2026-02-13T04:59:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958740,1770958800,2026-02-13T04:59:00+00:00,2026-02-13T05:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958800,1770958860,2026-02-13T05:00:00+00:00,2026-02-13T05:01:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958860,1770958920,2026-02-13T05:01:00+00:00,2026-02-13T05:02:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958920,1770958980,2026-02-13T05:02:00+00:00,2026-02-13T05:03:00+00:00,,,,,,,,,,,,,,,,,,,,
1770958980,1770959040,2026-02-13T05:03:00+00:00,2026-02-13T05:04:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959040,1770959100,2026-02-13T05:04:00+00:00,2026-02-13T05:05:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959100,1770959160,2026-02-13T05:05:00+00:00,2026-02-13T05:06:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959160,1770959220,2026-02-13T05:06:00+00:00,2026-02-13T05:07:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959220,1770959280,2026-02-13T05:07:00+00:00,2026-02-13T05:08:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959280,1770959340,2026-02-13T05:08:00+00:00,2026-02-13T05:09:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959340,1770959400,2026-02-13T05:09:00+00:00,2026-02-13T05:10:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959400,1770959460,2026-02-13T05:10:00+00:00,2026-02-13T05:11:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959460,1770959520,2026-02-13T05:11:00+00:00,2026-02-13T05:12:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959520,1770959580,2026-02-13T05:12:00+00:00,2026-02-13T05:13:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959580,1770959640,2026-02-13T05:13:00+00:00,2026-02-13T05:14:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959640,1770959700,2026-02-13T05:14:00+00:00,2026-02-13T05:15:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959700,1770959760,2026-02-13T05:15:00+00:00,2026-02-13T05:16:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959760,1770959820,2026-02-13T05:16:00+00:00,2026-02-13T05:17:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959820,1770959880,2026-02-13T05:17:00+00:00,2026-02-13T05:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959880,1770959940,2026-02-13T05:18:00+00:00,2026-02-13T05:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1770959940,1770960000,2026-02-13T05:19:00+00:00,2026-02-13T05:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960000,1770960060,2026-02-13T05:20:00+00:00,2026-02-13T05:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960060,1770960120,2026-02-13T05:21:00+00:00,2026-02-13T05:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960120,1770960180,2026-02-13T05:22:00+00:00,2026-02-13T05:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960180,1770960240,2026-02-13T05:23:00+00:00,2026-02-13T05:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960240,1770960300,2026-02-13T05:24:00+00:00,2026-02-13T05:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960300,1770960360,2026-02-13T05:25:00+00:00,2026-02-13T05:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960360,1770960420,2026-02-13T05:26:00+00:00,2026-02-13T05:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960420,1770960480,2026-02-13T05:27:00+00:00,2026-02-13T05:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960480,1770960540,2026-02-13T05:28:00+00:00,2026-02-13T05:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960540,1770960600,2026-02-13T05:29:00+00:00,2026-02-13T05:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960600,1770960660,2026-02-13T05:30:00+00:00,2026-02-13T05:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960660,1770960720,2026-02-13T05:31:00+00:00,2026-02-13T05:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960720,1770960780,2026-02-13T05:32:00+00:00,2026-02-13T05:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960780,1770960840,2026-02-13T05:33:00+00:00,2026-02-13T05:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960840,1770960900,2026-02-13T05:34:00+00:00,2026-02-13T05:35:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960900,1770960960,2026-02-13T05:35:00+00:00,2026-02-13T05:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1770960960,1770961020,2026-02-13T05:36:00+00:00,2026-02-13T05:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961020,1770961080,2026-02-13T05:37:00+00:00,2026-02-13T05:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961080,1770961140,2026-02-13T05:38:00+00:00,2026-02-13T05:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961140,1770961200,2026-02-13T05:39:00+00:00,2026-02-13T05:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961200,1770961260,2026-02-13T05:40:00+00:00,2026-02-13T05:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961260,1770961320,2026-02-13T05:41:00+00:00,2026-02-13T05:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961320,1770961380,2026-02-13T05:42:00+00:00,2026-02-13T05:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961380,1770961440,2026-02-13T05:43:00+00:00,2026-02-13T05:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961440,1770961500,2026-02-13T05:44:00+00:00,2026-02-13T05:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961500,1770961560,2026-02-13T05:45:00+00:00,2026-02-13T05:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961560,1770961620,2026-02-13T05:46:00+00:00,2026-02-13T05:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961620,1770961680,2026-02-13T05:47:00+00:00,2026-02-13T05:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961680,1770961740,2026-02-13T05:48:00+00:00,2026-02-13T05:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961740,1770961800,2026-02-13T05:49:00+00:00,2026-02-13T05:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961800,1770961860,2026-02-13T05:50:00+00:00,2026-02-13T05:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961860,1770961920,2026-02-13T05:51:00+00:00,2026-02-13T05:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961920,1770961980,2026-02-13T05:52:00+00:00,2026-02-13T05:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1770961980,1770962040,2026-02-13T05:53:00+00:00,2026-02-13T05:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962040,1770962100,2026-02-13T05:54:00+00:00,2026-02-13T05:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962100,1770962160,2026-02-13T05:55:00+00:00,2026-02-13T05:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962160,1770962220,2026-02-13T05:56:00+00:00,2026-02-13T05:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962220,1770962280,2026-02-13T05:57:00+00:00,2026-02-13T05:58:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962280,1770962340,2026-02-13T05:58:00+00:00,2026-02-13T05:59:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962340,1770962400,2026-02-13T05:59:00+00:00,2026-02-13T06:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962400,1770962460,2026-02-13T06:00:00+00:00,2026-02-13T06:01:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962460,1770962520,2026-02-13T06:01:00+00:00,2026-02-13T06:02:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962520,1770962580,2026-02-13T06:02:00+00:00,2026-02-13T06:03:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962580,1770962640,2026-02-13T06:03:00+00:00,2026-02-13T06:04:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962640,1770962700,2026-02-13T06:04:00+00:00,2026-02-13T06:05:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962700,1770962760,2026-02-13T06:05:00+00:00,2026-02-13T06:06:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962760,1770962820,2026-02-13T06:06:00+00:00,2026-02-13T06:07:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962820,1770962880,2026-02-13T06:07:00+00:00,2026-02-13T06:08:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962880,1770962940,2026-02-13T06:08:00+00:00,2026-02-13T06:09:00+00:00,,,,,,,,,,,,,,,,,,,,
1770962940,1770963000,2026-02-13T06:09:00+00:00,2026-02-13T06:10:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963000,1770963060,2026-02-13T06:10:00+00:00,2026-02-13T06:11:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963060,1770963120,2026-02-13T06:11:00+00:00,2026-02-13T06:12:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963120,1770963180,2026-02-13T06:12:00+00:00,2026-02-13T06:13:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963180,1770963240,2026-02-13T06:13:00+00:00,2026-02-13T06:14:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963240,1770963300,2026-02-13T06:14:00+00:00,2026-02-13T06:15:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963300,1770963360,2026-02-13T06:15:00+00:00,2026-02-13T06:16:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963360,1770963420,2026-02-13T06:16:00+00:00,2026-02-13T06:17:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963420,1770963480,2026-02-13T06:17:00+00:00,2026-02-13T06:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963480,1770963540,2026-02-13T06:18:00+00:00,2026-02-13T06:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963540,1770963600,2026-02-13T06:19:00+00:00,2026-02-13T06:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963600,1770963660,2026-02-13T06:20:00+00:00,2026-02-13T06:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963660,1770963720,2026-02-13T06:21:00+00:00,2026-02-13T06:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963720,1770963780,2026-02-13T06:22:00+00:00,2026-02-13T06:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963780,1770963840,2026-02-13T06:23:00+00:00,2026-02-13T06:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963840,1770963900,2026-02-13T06:24:00+00:00,2026-02-13T06:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963900,1770963960,2026-02-13T06:25:00+00:00,2026-02-13T06:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1770963960,1770964020,2026-02-13T06:26:00+00:00,2026-02-13T06:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964020,1770964080,2026-02-13T06:27:00+00:00,2026-02-13T06:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964080,1770964140,2026-02-13T06:28:00+00:00,2026-02-13T06:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964140,1770964200,2026-02-13T06:29:00+00:00,2026-02-13T06:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964200,1770964260,2026-02-13T06:30:00+00:00,2026-02-13T06:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964260,1770964320,2026-02-13T06:31:00+00:00,2026-02-13T06:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964320,1770964380,2026-02-13T06:32:00+00:00,2026-02-13T06:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964380,1770964440,2026-02-13T06:33:00+00:00,2026-02-13T06:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964440,1770964500,2026-02-13T06:34:00+00:00,2026-02-13T06:35:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964500,1770964560,2026-02-13T06:35:00+00:00,2026-02-13T06:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964560,1770964620,2026-02-13T06:36:00+00:00,2026-02-13T06:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964620,1770964680,2026-02-13T06:37:00+00:00,2026-02-13T06:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964680,1770964740,2026-02-13T06:38:00+00:00,2026-02-13T06:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964740,1770964800,2026-02-13T06:39:00+00:00,2026-02-13T06:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964800,1770964860,2026-02-13T06:40:00+00:00,2026-02-13T06:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964860,1770964920,2026-02-13T06:41:00+00:00,2026-02-13T06:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964920,1770964980,2026-02-13T06:42:00+00:00,2026-02-13T06:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1770964980,1770965040,2026-02-13T06:43:00+00:00,2026-02-13T06:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965040,1770965100,2026-02-13T06:44:00+00:00,2026-02-13T06:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965100,1770965160,2026-02-13T06:45:00+00:00,2026-02-13T06:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965160,1770965220,2026-02-13T06:46:00+00:00,2026-02-13T06:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965220,1770965280,2026-02-13T06:47:00+00:00,2026-02-13T06:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965280,1770965340,2026-02-13T06:48:00+00:00,2026-02-13T06:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965340,1770965400,2026-02-13T06:49:00+00:00,2026-02-13T06:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965400,1770965460,2026-02-13T06:50:00+00:00,2026-02-13T06:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965460,1770965520,2026-02-13T06:51:00+00:00,2026-02-13T06:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965520,1770965580,2026-02-13T06:52:00+00:00,2026-02-13T06:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965580,1770965640,2026-02-13T06:53:00+00:00,2026-02-13T06:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965640,1770965700,2026-02-13T06:54:00+00:00,2026-02-13T06:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965700,1770965760,2026-02-13T06:55:00+00:00,2026-02-13T06:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965760,1770965820,2026-02-13T06:56:00+00:00,2026-02-13T06:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1770965820,1770965880,2026-02-13T06:57:00+00:00,2026-02-13T06:58:00+00:00,,,,,,,,,,,,,,,,,,,,
